Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_MRP_Categories
FDZ08,12.5,Regular,0.0,Food,80.8592,OUT010,1998,Small,Tier 3,Grocery Store,82.5592,51-100
FDU46,10.3,Regular,0.0111263,Food,87.254,OUT046,1997,Small,Tier 1,Supermarket Type1,1211.756,51-100
FDU21,11.8,Regular,0.134327613,Food,35.0558,OUT019,1985,Small,Tier 1,Grocery Store,33.9558,0-50
FDP23,6.71,Low_Fat,0.035414528,Food,218.2166,OUT027,1985,Medium,Tier 3,Supermarket Type3,3701.1822,201-250
FDO32,6.36,Low_Fat,0.121225455,Food,45.906,OUT017,2007,Small,Tier 2,Supermarket Type1,1118.544,0-50
DRF13,12.1,Low_Fat,0.02984176,Drink,144.4444,OUT045,2002,Small,Tier 2,Supermarket Type1,3628.61,101-150
FDB27,7.575,Low_Fat,0.055390121,Food,195.2768,OUT046,1997,Small,Tier 1,Supermarket Type1,5715.2272,151-200
FDA23,9.8,Low_Fat,0.047453947,Food,101.7016,OUT017,2007,Small,Tier 2,Supermarket Type1,1518.024,101-150
FDQ48,14.300000000000002,Regular,0.034244601,Food,97.2726,OUT027,1985,Medium,Tier 3,Supermarket Type3,1957.452,51-100
FDT15,12.15,Regular,0.071440118,Food,182.295,OUT010,1998,Small,Tier 3,Grocery Store,549.285,151-200
FDN51,17.85,Regular,0.020989308,Food,260.7936,OUT045,2002,Small,Tier 2,Supermarket Type1,4697.8848,
FDK52,18.25,Low_Fat,0.0793795,Food,226.1062,OUT045,2002,Small,Tier 2,Supermarket Type1,6771.186,201-250
FDE51,5.925,Regular,0.09646733,Food,42.8086,OUT046,1997,Small,Tier 1,Supermarket Type1,669.129,0-50
DRE13,6.28,Low_Fat,0.027570939,Drink,86.6198,OUT027,1985,Medium,Tier 3,Supermarket Type3,2529.3742,51-100
FDI22,12.6,Low_Fat,0.168455549,Food,211.0612,OUT019,1985,Small,Tier 1,Grocery Store,418.1224,201-250
DRF49,7.27,Low_Fat,0.071222087,Drink,113.5518,OUT045,2002,Small,Tier 2,Supermarket Type1,569.259,101-150
FDQ58,7.315,Low_Fat,0.01532563,Food,153.434,OUT049,1999,Medium,Tier 1,Supermarket Type1,459.402,151-200
FDX37,16.2,Low_Fat,0.062724117,Food,100.57,OUT027,1985,Medium,Tier 3,Supermarket Type3,5093.37,101-150
FDC03,8.575,Regular,0.071786706,Food,193.3794,OUT013,1987,High,Tier 3,Supermarket Type1,780.3176,151-200
FDJ44,12.3,Regular,0.106492562,Food,176.3396,OUT049,1999,Medium,Tier 1,Supermarket Type1,1395.5168,151-200
FDJ12,8.895,Regular,0.039261947,Food,207.4296,OUT017,2007,Small,Tier 2,Supermarket Type1,2492.7552,201-250
FDE16,8.895,Low_Fat,0.026384672,Food,208.9954,OUT049,1999,Medium,Tier 1,Supermarket Type1,4584.6988,201-250
FDO15,16.75,Regular,0.008564925,Food,73.2038,OUT035,2004,Small,Tier 2,Supermarket Type1,1404.1722,51-100
FDS33,6.67,Regular,0.0,Food,90.5514,OUT018,2009,Medium,Tier 3,Supermarket Type2,974.0654,51-100
FDH28,15.85,Regular,0.110254143,Food,37.3506,OUT045,2002,Small,Tier 2,Supermarket Type1,341.5554,0-50
FDJ55,12.8,Regular,0.023626808,Food,223.2404,OUT018,2009,Medium,Tier 3,Supermarket Type2,2475.4444,201-250
NCJ19,18.6,Non_Edible,0.19780911,Non_Consumable,55.6588,OUT010,1998,Small,Tier 3,Grocery Store,114.5176,51-100
NCJ06,20.1,Non_Edible,0.034646067,Non_Consumable,120.6782,OUT035,2004,Small,Tier 2,Supermarket Type1,1310.9602,101-150
DRH37,17.6,Low_Fat,0.041681059,Drink,164.2526,OUT049,1999,Medium,Tier 1,Supermarket Type1,1315.6208,151-200
FDB16,8.21,Low_Fat,0.044995631,Food,89.2198,OUT049,1999,Medium,Tier 1,Supermarket Type1,1308.297,51-100
NCC43,7.39,Non_Edible,0.092782895,Non_Consumable,252.6066,OUT046,1997,Small,Tier 1,Supermarket Type1,2259.0594,
FDQ51,16.0,Regular,0.029377239,Food,46.1718,OUT010,1998,Small,Tier 3,Grocery Store,94.5436,0-50
FDV27,7.97,Regular,0.070017381,Food,89.3514,OUT019,1985,Small,Tier 1,Grocery Store,177.1028,51-100
FDD46,6.035,Low_Fat,0.141542481,Food,153.1998,OUT045,2002,Small,Tier 2,Supermarket Type1,1537.998,151-200
FDO25,6.3,Low_Fat,0.127968205,Food,209.627,OUT018,2009,Medium,Tier 3,Supermarket Type2,3984.813,201-250
FDM27,12.35,Regular,0.158337479,Food,157.9946,OUT013,1987,High,Tier 3,Supermarket Type1,3313.6866,151-200
FDJ26,15.3,Regular,0.084765192,Food,215.0218,OUT046,1997,Small,Tier 1,Supermarket Type1,1923.4962,201-250
DRF13,12.1,Low_Fat,0.029781363,Drink,146.9444,OUT046,1997,Small,Tier 1,Supermarket Type1,1596.5884,101-150
FDG34,11.5,Regular,0.037782943,Food,106.6254,OUT017,2007,Small,Tier 2,Supermarket Type1,325.5762,101-150
NCK06,5.03,Non_Edible,0.014472516,Non_Consumable,122.0756,OUT010,1998,Small,Tier 3,Grocery Store,121.1756,101-150
FDC50,15.85,Low_Fat,0.228469522,Food,93.3094,OUT010,1998,Small,Tier 3,Grocery Store,285.6282,51-100
FDO23,17.85,Low_Fat,0.14571827,Food,94.3436,OUT027,1985,Medium,Tier 3,Supermarket Type3,2269.0464,51-100
FDB17,13.15,Low_Fat,0.036746479,Food,181.2976,OUT045,2002,Small,Tier 2,Supermarket Type1,3259.7568,151-200
FDK24,9.195,Low_Fat,0.0,Food,43.6744,OUT018,2009,Medium,Tier 3,Supermarket Type2,407.4696,0-50
DRH51,17.6,Low_Fat,0.097367722,Drink,89.3856,OUT049,1999,Medium,Tier 1,Supermarket Type1,878.856,51-100
FDA25,16.5,Regular,0.068125756,Food,101.199,OUT046,1997,Small,Tier 1,Supermarket Type1,1031.99,101-150
FDW31,11.35,Regular,0.043333912,Food,201.0742,OUT018,2009,Medium,Tier 3,Supermarket Type2,2189.8162,201-250
FDP57,17.5,Low_Fat,0.052550476,Food,101.299,OUT045,2002,Small,Tier 2,Supermarket Type1,722.393,101-150
NCQ43,17.75,Non_Edible,0.111527348,Non_Consumable,110.2912,OUT045,2002,Small,Tier 2,Supermarket Type1,873.5296,101-150
DRK12,9.5,Low_Fat,0.042123243,Drink,32.09,OUT017,2007,Small,Tier 2,Supermarket Type1,432.77,0-50
FDQ10,12.85,Low_Fat,0.03315162,Food,170.6422,OUT013,1987,High,Tier 3,Supermarket Type1,2931.5174,151-200
FDN60,15.1,Low_Fat,0.095351065,Food,158.6604,OUT045,2002,Small,Tier 2,Supermarket Type1,2535.3664,151-200
NCT42,5.88,Non_Edible,0.024882614,Non_Consumable,149.4392,OUT035,2004,Small,Tier 2,Supermarket Type1,1640.5312,101-150
FDV37,13.0,Regular,0.083683243,Food,198.5426,OUT045,2002,Small,Tier 2,Supermarket Type1,1186.4556,151-200
FDY15,18.25,Regular,0.171523928,Food,155.863,OUT018,2009,Medium,Tier 3,Supermarket Type2,2346.945,151-200
NCO30,19.5,Non_Edible,0.015749341,Non_Consumable,182.2608,OUT049,1999,Medium,Tier 1,Supermarket Type1,3307.6944,151-200
NCK29,5.615,Non_Edible,0.0,Non_Consumable,121.973,OUT046,1997,Small,Tier 1,Supermarket Type1,2463.46,101-150
DRK11,8.21,Low_Fat,0.0,Drink,148.2392,OUT045,2002,Small,Tier 2,Supermarket Type1,1491.392,101-150
FDI48,11.85,Regular,0.055672032,Food,50.5666,OUT013,1987,High,Tier 3,Supermarket Type1,922.7988,51-100
FDR21,19.7,Low_Fat,0.112036236,Food,174.937,OUT010,1998,Small,Tier 3,Grocery Store,882.185,151-200
FDX34,6.195,Low_Fat,0.071971918,Food,121.3098,OUT035,2004,Small,Tier 2,Supermarket Type1,4820.392,101-150
FDS33,6.67,Regular,0.123428594,Food,89.1514,OUT046,1997,Small,Tier 1,Supermarket Type1,2390.8878,51-100
DRN47,12.1,Low_Fat,0.028164527,Drink,178.166,OUT010,1998,Small,Tier 3,Grocery Store,539.298,151-200
FDF46,7.07,Low_Fat,0.093217569,Food,116.7834,OUT027,1985,Medium,Tier 3,Supermarket Type3,4952.8862,101-150
NCA17,20.6,Non_Edible,0.045380404,Non_Consumable,148.4392,OUT013,1987,High,Tier 3,Supermarket Type1,1789.6704,101-150
NCB18,19.6,Non_Edible,0.041283361,Non_Consumable,87.0514,OUT035,2004,Small,Tier 2,Supermarket Type1,2125.2336,51-100
FDQ11,5.695,Regular,0.06797671,Food,257.4988,OUT018,2009,Medium,Tier 3,Supermarket Type2,3083.9856,
FDK20,12.6,Regular,0.041641933,Food,121.1072,OUT045,2002,Small,Tier 2,Supermarket Type1,980.0576,101-150
NCU06,17.6,Non_Edible,0.13027716,Non_Consumable,228.001,OUT019,1985,Small,Tier 1,Grocery Store,1148.505,201-250
FDY46,18.6,Low_Fat,0.04765803,Food,188.3898,OUT027,1985,Medium,Tier 3,Supermarket Type3,5238.5144,151-200
FDZ23,17.75,Regular,0.067607749,Food,188.024,OUT049,1999,Medium,Tier 1,Supermarket Type1,2796.36,151-200
FDZ20,16.1,Low_Fat,0.034306962,Food,252.3356,OUT046,1997,Small,Tier 1,Supermarket Type1,3815.034,
FDS12,9.1,Low_Fat,0.175103435,Food,127.5362,OUT017,2007,Small,Tier 2,Supermarket Type1,4655.9394,101-150
FDS14,7.285,Low_Fat,0.049922304,Food,156.9288,OUT013,1987,High,Tier 3,Supermarket Type1,1571.288,151-200
FDC32,18.35,Low_Fat,0.173527068,Food,92.0462,OUT019,1985,Small,Tier 1,Grocery Store,277.6386,51-100
FDX31,20.35,Regular,0.014753811,Food,231.7958,OUT027,1985,Medium,Tier 3,Supermarket Type3,5375.0034,201-250
FDF53,20.75,Regular,0.083536989,Food,180.3318,OUT013,1987,High,Tier 3,Supermarket Type1,4149.9314,151-200
FDI58,7.64,Regular,0.070847865,Food,91.712,OUT045,2002,Small,Tier 2,Supermarket Type1,2050.664,51-100
FDP36,10.395,Regular,0.091688111,Food,49.0008,OUT017,2007,Small,Tier 2,Supermarket Type1,860.2136,0-50
FDF12,8.235,Low_Fat,0.082028694,Food,148.6076,OUT027,1985,Medium,Tier 3,Supermarket Type3,3990.8052,101-150
DRK37,5.0,Low_Fat,0.044004675,Drink,188.853,OUT046,1997,Small,Tier 1,Supermarket Type1,5502.837,151-200
FDM39,6.42,Low_Fat,0.089498926,Food,178.1002,OUT010,1998,Small,Tier 3,Grocery Store,358.2004,151-200
NCW42,18.2,Non_Edible,0.097865088,Non_Consumable,221.8456,OUT010,1998,Small,Tier 3,Grocery Store,884.1824,201-250
FDD51,11.15,Low_Fat,0.119852889,Food,44.9744,OUT013,1987,High,Tier 3,Supermarket Type1,498.0184,0-50
FDT09,15.15,Regular,0.021471456,Food,131.0284,OUT019,1985,Small,Tier 1,Grocery Store,131.8284,101-150
FDM33,15.6,Low_Fat,0.0,Food,220.4798,OUT018,2009,Medium,Tier 3,Supermarket Type2,661.1394,201-250
FDA55,17.2,Regular,0.057221177,Food,225.4088,OUT018,2009,Medium,Tier 3,Supermarket Type2,2460.7968,201-250
FDA50,16.25,Low_Fat,0.087310672,Food,95.541,OUT049,1999,Medium,Tier 1,Supermarket Type1,1544.656,51-100
FDQ33,13.35,Low_Fat,0.091348964,Food,150.3708,OUT049,1999,Medium,Tier 1,Supermarket Type1,4363.6532,151-200
FDC57,20.1,Regular,0.054816926,Food,194.282,OUT018,2009,Medium,Tier 3,Supermarket Type2,1544.656,151-200
NCO54,19.5,Non_Edible,0.024992442,Non_Consumable,53.6614,OUT019,1985,Small,Tier 1,Grocery Store,165.7842,51-100
NCN26,10.85,Non_Edible,0.028679894,Non_Consumable,115.1808,OUT046,1997,Small,Tier 1,Supermarket Type1,2109.2544,101-150
FDY20,12.5,Regular,0.081879864,Food,91.7488,OUT049,1999,Medium,Tier 1,Supermarket Type1,1358.232,51-100
FDX34,6.195,Low_Fat,0.07198553,Food,122.2098,OUT046,1997,Small,Tier 1,Supermarket Type1,1205.098,101-150
NCW18,15.1,Non_Edible,0.059275452,Non_Consumable,238.9248,OUT013,1987,High,Tier 3,Supermarket Type1,6636.6944,201-250
FDW46,13.0,Regular,0.070444232,Food,63.4484,OUT045,2002,Small,Tier 2,Supermarket Type1,1043.9744,51-100
FDX58,13.15,Low_Fat,0.043755405,Food,182.895,OUT035,2004,Small,Tier 2,Supermarket Type1,3112.615,151-200
FDS03,7.825,Low_Fat,0.079613553,Food,65.0826,OUT035,2004,Small,Tier 2,Supermarket Type1,1162.4868,51-100
NCL18,18.85,Non_Edible,0.168266556,Non_Consumable,195.5136,OUT018,2009,Medium,Tier 3,Supermarket Type2,1749.7224,151-200
FDP04,15.35,Low_Fat,0.013869039,Food,62.5168,OUT018,2009,Medium,Tier 3,Supermarket Type2,447.4176,51-100
FDK52,18.25,Low_Fat,0.0,Food,225.3062,OUT027,1985,Medium,Tier 3,Supermarket Type3,4288.4178,201-250
FDH17,16.2,Regular,0.029157849,Food,97.0726,OUT019,1985,Small,Tier 1,Grocery Store,293.6178,51-100
FDV39,11.3,Low_Fat,0.007309544,Food,196.2426,OUT018,2009,Medium,Tier 3,Supermarket Type2,4943.565,151-200
FDS48,15.15,Low_Fat,0.027779254,Food,150.1708,OUT046,1997,Small,Tier 1,Supermarket Type1,1504.708,151-200
FDY50,5.8,Low_Fat,0.13169655,Food,89.4172,OUT017,2007,Small,Tier 2,Supermarket Type1,2498.0816,51-100
FDV52,20.7,Regular,0.122015744,Food,117.7466,OUT018,2009,Medium,Tier 3,Supermarket Type2,2828.3184,101-150
FDR47,17.85,Low_Fat,0.087045086,Food,196.7794,OUT027,1985,Medium,Tier 3,Supermarket Type3,6242.5408,151-200
NCT18,14.6,Non_Edible,0.05911748,Non_Consumable,181.5976,OUT027,1985,Medium,Tier 3,Supermarket Type3,4165.2448,151-200
NCF54,18.0,Non_Edible,0.047377053,Non_Consumable,171.1422,OUT046,1997,Small,Tier 1,Supermarket Type1,2931.5174,151-200
DRK12,9.5,Low_Fat,0.041878397,Drink,32.99,OUT035,2004,Small,Tier 2,Supermarket Type1,133.16,0-50
FDZ60,20.5,Low_Fat,0.118783796,Food,108.5596,OUT027,1985,Medium,Tier 3,Supermarket Type3,1725.7536,101-150
FDV33,9.6,Regular,0.027454997,Food,258.1304,OUT018,2009,Medium,Tier 3,Supermarket Type2,2324.9736,
FDR23,15.85,Low_Fat,0.082120687,Food,177.437,OUT018,2009,Medium,Tier 3,Supermarket Type2,5645.984,151-200
DRF37,17.25,Low_Fat,0.084316691,Drink,263.391,OUT035,2004,Small,Tier 2,Supermarket Type1,6311.784,
FDF04,17.5,Low_Fat,0.013634468,Food,256.4304,OUT035,2004,Small,Tier 2,Supermarket Type1,1808.3128,
NCY54,8.43,Non_Edible,0.177661246,Non_Consumable,170.5422,OUT035,2004,Small,Tier 2,Supermarket Type1,3621.2862,151-200
FDM25,10.695,Regular,0.060912865,Food,173.8712,OUT018,2009,Medium,Tier 3,Supermarket Type2,4570.0512,151-200
FDQ36,7.855,Regular,0.0,Food,38.3848,OUT046,1997,Small,Tier 1,Supermarket Type1,932.12,0-50
FDY12,9.8,Regular,0.141406394,Food,50.0008,OUT017,2007,Small,Tier 2,Supermarket Type1,506.008,51-100
NCO02,11.15,Non_Edible,0.0,Non_Consumable,65.0142,OUT049,1999,Medium,Tier 1,Supermarket Type1,1120.5414,51-100
FDQ52,17.0,Low_Fat,0.120060274,Food,246.5434,OUT017,2007,Small,Tier 2,Supermarket Type1,4470.1812,201-250
FDX02,16.0,Low_Fat,0.057292529,Food,224.3404,OUT018,2009,Medium,Tier 3,Supermarket Type2,4500.808,201-250
FDI53,8.895,Regular,0.137858955,Food,162.1236,OUT049,1999,Medium,Tier 1,Supermarket Type1,2577.9776,151-200
NCI17,8.645,Non_Edible,0.143713508,Non_Consumable,96.641,OUT045,2002,Small,Tier 2,Supermarket Type1,868.869,51-100
FDU14,17.75,Low_Fat,0.034746076,Food,248.275,OUT035,2004,Small,Tier 2,Supermarket Type1,998.7,201-250
FDW35,10.6,Low_Fat,0.01115195,Food,40.6454,OUT017,2007,Small,Tier 2,Supermarket Type1,167.7816,0-50
FDD38,16.75,Regular,0.008208342,Food,102.8674,OUT045,2002,Small,Tier 2,Supermarket Type1,1528.011,101-150
FDV07,9.5,Low_Fat,0.031331581,Food,111.1228,OUT049,1999,Medium,Tier 1,Supermarket Type1,663.1368,101-150
FDB28,6.615,Low_Fat,0.093913607,Food,198.7426,OUT017,2007,Small,Tier 2,Supermarket Type1,1186.4556,151-200
NCR18,15.85,Non_Edible,0.020519478,Non_Consumable,42.5112,OUT049,1999,Medium,Tier 1,Supermarket Type1,852.224,0-50
FDZ59,6.63,Regular,0.103935018,Food,166.85,OUT013,1987,High,Tier 3,Supermarket Type1,5326.4,151-200
FDG20,15.5,Regular,0.125942816,Food,176.0028,OUT045,2002,Small,Tier 2,Supermarket Type1,1239.7196,151-200
FDT23,7.72,Regular,0.074847665,Food,78.8986,OUT049,1999,Medium,Tier 1,Supermarket Type1,623.1888,51-100
NCF43,8.51,Non_Edible,0.0,Non_Consumable,142.147,OUT049,1999,Medium,Tier 1,Supermarket Type1,1717.764,101-150
FDP48,7.52,Regular,0.044202545,Food,182.995,OUT018,2009,Medium,Tier 3,Supermarket Type2,4394.28,151-200
FDI58,7.64,Regular,0.070645636,Food,91.212,OUT013,1987,High,Tier 3,Supermarket Type1,466.06,51-100
FDX43,5.655,Low_Fat,0.085622362,Food,167.25,OUT018,2009,Medium,Tier 3,Supermarket Type2,2330.3,151-200
FDO23,17.85,Low_Fat,0.146305498,Food,94.1436,OUT013,1987,High,Tier 3,Supermarket Type1,1607.2412,51-100
FDR48,11.65,Low_Fat,0.132248069,Food,150.5024,OUT017,2007,Small,Tier 2,Supermarket Type1,3187.8504,151-200
FDI19,15.1,Low_Fat,0.087604871,Food,242.2512,OUT010,1998,Small,Tier 3,Grocery Store,484.7024,201-250
FDX33,9.195,Regular,0.117667492,Food,159.5578,OUT049,1999,Medium,Tier 1,Supermarket Type1,1283.6624,151-200
NCQ17,10.3,Non_Edible,0.117593973,Non_Consumable,154.463,OUT017,2007,Small,Tier 2,Supermarket Type1,2503.408,151-200
FDM14,13.8,Low_Fat,0.013263968,Food,106.9254,OUT046,1997,Small,Tier 1,Supermarket Type1,2930.1858,101-150
DRF36,16.1,Low_Fat,0.023577298,Drink,192.6846,OUT046,1997,Small,Tier 1,Supermarket Type1,2866.269,151-200
FDE29,8.905,Low_Fat,0.143419394,Food,61.4878,OUT045,2002,Small,Tier 2,Supermarket Type1,1151.1682,51-100
FDY28,7.47,Regular,0.15277077,Food,214.4218,OUT018,2009,Medium,Tier 3,Supermarket Type2,4274.436,201-250
NCF31,9.13,Non_Edible,0.051804278,Non_Consumable,150.2024,OUT013,1987,High,Tier 3,Supermarket Type1,1821.6288,151-200
FDA57,18.85,Low_Fat,0.03961061,Food,41.648,OUT013,1987,High,Tier 3,Supermarket Type1,759.012,0-50
FDU37,9.5,Regular,0.10400212,Food,79.796,OUT027,1985,Medium,Tier 3,Supermarket Type3,4074.696,51-100
NCT54,8.695,Non_Edible,0.120022543,Non_Consumable,94.8094,OUT018,2009,Medium,Tier 3,Supermarket Type2,1428.141,51-100
FDU15,13.65,Regular,0.0,Food,37.9532,OUT045,2002,Small,Tier 2,Supermarket Type1,575.2512,0-50
FDH34,8.63,Low_Fat,0.030944666,Food,186.6582,OUT027,1985,Medium,Tier 3,Supermarket Type3,3715.164,151-200
DRM11,6.57,Low_Fat,0.066014596,Drink,259.7278,OUT013,1987,High,Tier 3,Supermarket Type1,2863.6058,
FDS04,10.195,Regular,0.146635206,Food,139.0838,OUT035,2004,Small,Tier 2,Supermarket Type1,3652.5788,101-150
NCR05,10.1,Non_Edible,0.054620504,Non_Consumable,197.5084,OUT035,2004,Small,Tier 2,Supermarket Type1,2976.126,151-200
FDE20,11.35,Regular,0.005539114,Food,167.879,OUT049,1999,Medium,Tier 1,Supermarket Type1,4074.696,151-200
FDC46,17.7,Low_Fat,0.115978122,Food,183.4266,OUT027,1985,Medium,Tier 3,Supermarket Type3,7192.6374,151-200
FDI41,18.5,Regular,0.062205112,Food,148.3418,OUT013,1987,High,Tier 3,Supermarket Type1,1765.7016,101-150
FDE36,5.26,Regular,0.041857101,Food,162.7868,OUT045,2002,Small,Tier 2,Supermarket Type1,4258.4568,151-200
FDZ49,11.0,Regular,0.132500853,Food,220.3798,OUT027,1985,Medium,Tier 3,Supermarket Type3,5289.1152,201-250
FDZ43,11.0,Regular,0.057058545,Food,241.7512,OUT046,1997,Small,Tier 1,Supermarket Type1,3635.268,201-250
FDL51,20.7,Regular,0.047587685,Food,215.0876,OUT045,2002,Small,Tier 2,Supermarket Type1,5145.3024,201-250
NCL53,7.5,Non_Edible,0.036308404,Non_Consumable,175.4028,OUT045,2002,Small,Tier 2,Supermarket Type1,2833.6448,151-200
DRC27,13.8,Low_Fat,0.058339153,Drink,246.2802,OUT018,2009,Medium,Tier 3,Supermarket Type2,1228.401,201-250
NCK19,9.8,Non_Edible,0.151420934,Non_Consumable,194.3478,OUT010,1998,Small,Tier 3,Grocery Store,387.4956,151-200
NCO18,13.15,Non_Edible,0.024790707,Non_Consumable,177.5686,OUT017,2007,Small,Tier 2,Supermarket Type1,3910.9092,151-200
FDH12,9.6,Low_Fat,0.085125951,Food,107.128,OUT045,2002,Small,Tier 2,Supermarket Type1,1278.336,101-150
FDR58,6.675,Low_Fat,0.041986639,Food,93.2462,OUT049,1999,Medium,Tier 1,Supermarket Type1,1480.7392,51-100
NCO41,12.5,Non_Edible,0.018845298,Non_Consumable,96.7384,OUT035,2004,Small,Tier 2,Supermarket Type1,2759.0752,51-100
NCR29,7.565,Non_Edible,0.054376275,Non_Consumable,56.293,OUT027,1985,Medium,Tier 3,Supermarket Type3,2546.685,51-100
FDU23,12.15,Low_Fat,0.021811987,Food,163.6184,OUT018,2009,Medium,Tier 3,Supermarket Type2,2311.6576,151-200
FDN22,18.85,Regular,0.138868769,Food,251.8724,OUT018,2009,Medium,Tier 3,Supermarket Type2,3271.7412,
FDZ27,7.935,Low_Fat,0.0,Food,51.235,OUT019,1985,Small,Tier 1,Grocery Store,49.935,51-100
FDQ10,12.85,Low_Fat,0.03324652,Food,172.4422,OUT045,2002,Small,Tier 2,Supermarket Type1,4483.4972,151-200
FDO51,6.785,Regular,0.042153502,Food,44.0112,OUT018,2009,Medium,Tier 3,Supermarket Type2,340.8896,0-50
FDD08,8.3,Low_Fat,0.035347676,Food,38.0506,OUT035,2004,Small,Tier 2,Supermarket Type1,531.3084,0-50
FDZ52,19.2,Low_Fat,0.100640587,Food,112.6886,OUT017,2007,Small,Tier 2,Supermarket Type1,1779.0176,101-150
FDM46,7.365,Low_Fat,0.160292264,Food,94.712,OUT045,2002,Small,Tier 2,Supermarket Type1,932.12,51-100
NCL53,7.5,Non_Edible,0.060649825,Non_Consumable,177.4028,OUT010,1998,Small,Tier 3,Grocery Store,354.2056,151-200
FDH60,19.7,Regular,0.080346058,Food,195.711,OUT027,1985,Medium,Tier 3,Supermarket Type3,5499.508,151-200
FDA52,16.2,Regular,0.128621941,Food,175.537,OUT049,1999,Medium,Tier 1,Supermarket Type1,3528.74,151-200
NCZ17,12.15,Non_Edible,0.132952286,Non_Consumable,37.6506,OUT010,1998,Small,Tier 3,Grocery Store,37.9506,0-50
FDA13,15.85,Low_Fat,0.078489577,Food,39.9506,OUT013,1987,High,Tier 3,Supermarket Type1,645.1602,0-50
NCW53,18.35,Non_Edible,0.053392944,Non_Consumable,193.8162,OUT019,1985,Small,Tier 1,Grocery Store,384.8324,151-200
DRJ01,6.135,Low_Fat,0.192540665,Drink,160.2236,OUT010,1998,Small,Tier 3,Grocery Store,322.2472,151-200
FDN24,14.1,Low_Fat,0.11326743,Food,54.5956,OUT046,1997,Small,Tier 1,Supermarket Type1,1037.3164,51-100
FDP26,7.785,Low_Fat,0.140342195,Food,105.6306,OUT017,2007,Small,Tier 2,Supermarket Type1,627.1836,101-150
DRM49,6.11,Regular,0.152262171,Drink,44.4086,OUT045,2002,Small,Tier 2,Supermarket Type1,1159.8236,0-50
FDJ45,17.75,Low_Fat,0.073349552,Food,34.2216,OUT013,1987,High,Tier 3,Supermarket Type1,934.7832,0-50
FDO21,11.6,Regular,0.009802791,Food,223.0404,OUT018,2009,Medium,Tier 3,Supermarket Type2,1125.202,201-250
NCP06,20.7,Non_Edible,0.039238384,Non_Consumable,152.8366,OUT035,2004,Small,Tier 2,Supermarket Type1,2569.3222,151-200
FDO49,10.6,Regular,0.033103556,Food,48.9008,OUT049,1999,Medium,Tier 1,Supermarket Type1,708.4112,0-50
FDJ16,9.195,Low_Fat,0.115353642,Food,58.9246,OUT018,2009,Medium,Tier 3,Supermarket Type2,926.7936,51-100
DRK13,11.8,Low_Fat,0.115819014,Drink,198.3084,OUT017,2007,Small,Tier 2,Supermarket Type1,4563.3932,151-200
FDM56,16.7,Low_Fat,0.122896411,Food,111.1912,OUT019,1985,Small,Tier 1,Grocery Store,218.3824,101-150
DRD12,6.96,Low_Fat,0.077129323,Drink,92.7146,OUT013,1987,High,Tier 3,Supermarket Type1,1733.0774,51-100
FDH05,14.35,Regular,0.090896452,Food,231.2984,OUT035,2004,Small,Tier 2,Supermarket Type1,6024.1584,201-250
FDB37,20.25,Regular,0.022976493,Food,240.3538,OUT049,1999,Medium,Tier 1,Supermarket Type1,4086.0146,201-250
FDS02,10.195,Regular,0.0,Food,196.4794,OUT027,1985,Medium,Tier 3,Supermarket Type3,5852.382,151-200
FDF08,14.3,Regular,0.0,Food,89.8856,OUT018,2009,Medium,Tier 3,Supermarket Type2,1406.1696,51-100
FDJ55,12.8,Regular,0.023664054,Food,226.0404,OUT017,2007,Small,Tier 2,Supermarket Type1,5400.9696,201-250
NCF19,13.0,Non_Edible,0.061470858,Non_Consumable,48.6034,OUT019,1985,Small,Tier 1,Grocery Store,145.8102,0-50
FDB14,20.25,Regular,0.171938781,Food,92.512,OUT010,1998,Small,Tier 3,Grocery Store,186.424,51-100
NCO30,19.5,Non_Edible,0.015756784,Non_Consumable,185.0608,OUT045,2002,Small,Tier 2,Supermarket Type1,2205.1296,151-200
FDJ08,11.1,Low_Fat,0.111298111,Food,191.7846,OUT017,2007,Small,Tier 2,Supermarket Type1,3057.3536,151-200
FDK22,9.8,Low_Fat,0.026139404,Food,216.785,OUT045,2002,Small,Tier 2,Supermarket Type1,1947.465,201-250
FDO25,6.3,Low_Fat,0.21332355,Food,208.527,OUT010,1998,Small,Tier 3,Grocery Store,419.454,201-250
DRE49,20.75,Low_Fat,0.02128304,Drink,153.5024,OUT049,1999,Medium,Tier 1,Supermarket Type1,2428.8384,151-200
